acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label,smv
-17,-249,47,31,69,-4,-32,-968,150,1,253.96653322829764
-16,-249,44,33,67,-4,-28,-966,148,1,253.3633754116802
-17,-248,44,32,64,-5,-31,-968,143,1,252.44603383693712
-14,-252,46,32,63,-6,-33,-967,144,1,256.54629211898583
-13,-253,44,29,64,-7,-31,-968,143,1,257.12642804659345
-16,-249,45,26,67,-7,-31,-971,147,1,253.53895164254348
-16,-253,45,23,68,-6,-31,-971,150,1,257.46844466846807
-14,-253,45,21,71,-6,-30,-969,150,1,257.3518991575543
-17,-250,49,21,70,-6,-29,-968,151,1,255.323324433942
-16,-250,40,20,71,-6,-27,-967,151,1,253.68484385157896
-14,-251,43,20,73,-7,-33,-963,148,1,255.04117314661175
-15,-250,47,20,72,-6,-33,-970,151,1,254.82150615676065
-18,-247,49,22,71,-7,-35,-966,150,1,252.45593674936623
-15,-250,46,20,71,-9,-32,-964,154,1,254.6389600984107
-17,-249,43,20,72,-10,-31,-966,152,1,253.25678668102856
-18,-249,47,17,72,-12,-29,-962,148,1,254.03543059974922
-14,-252,44,17,69,-11,-33,-962,150,1,256.1952380509833
-17,-248,45,16,70,-10,-29,-957,153,1,252.62224763468478
-5,-249,50,14,70,-11,-32,-963,151,1,254.01968427663238
-16,-248,44,14,68,-11,-30,-964,151,1,252.3806648695577
-19,-248,49,15,69,-12,-28,-965,152,1,253.507396341803
-14,-248,48,15,67,-11,-30,-965,155,1,252.99011838409817
-15,-250,48,15,68,-9,-29,-962,152,1,255.00784301664135
-16,-250,49,16,65,-7,-34,-967,154,1,255.25869231036972
-14,-252,47,17,64,-6,-36,-968,158,1,256.72748197261626
-14,-249,48,16,64,-7,-34,-969,156,1,253.97047072445253
-14,-251,48,17,63,-7,-36,-966,157,1,255.93163149560078
-16,-252,50,15,62,-8,-34,-967,157,1,257.41017850893155
-15,-252,50,13,62,-8,-37,-966,158,1,257.34995628521096
-19,-250,47,11,61,-9,-37,-965,155,1,255.08822003377577
-14,-251,46,8,60,-8,-30,-965,158,1,255.5640819833648
-18,-250,47,3,59,-10,-33,-969,158,1,255.01568579207046
-15,-249,51,-1,61,-10,-32,-963,159,1,254.61146871262497
-15,-249,48,-4,62,-10,-30,-964,157,1,254.02755756019857
-12,-248,47,-5,64,-10,-25,-962,158,1,252.69942619642015
-11,-252,46,-9,63,-10,-25,-961,154,1,256.40007800310826
-12,-249,47,-11,63,-10,-24,-963,157,1,253.68090192208007
-14,-249,47,-11,65,-11,-28,-961,159,1,253.7833721897477
-14,-249,48,-11,66,-9,-26,-968,155,1,253.97047072445253
-15,-248,46,-11,65,-9,-31,-962,154,1,252.67568145747623
-15,-251,47,-12,65,-8,-29,-964,157,1,255.80265831300503
-15,-249,47,-15,64,-8,-24,-962,153,1,253.84050110256243
-12,-251,48,-16,63,-9,-29,-968,153,1,255.8300216940928
-14,-249,47,-17,61,-10,-29,-961,157,1,253.7833721897477
-13,-255,48,-20,61,-9,-27,-969,150,1,259.8037721050255
-17,-251,45,-23,61,-9,-28,-965,153,1,255.5679948663369
-13,-248,47,-24,61,-8,-33,-965,156,1,252.74888723790656
-17,-251,49,-27,60,-8,-27,-965,155,1,256.30255558616653
-14,-250,48,-30,59,-7,-32,-966,154,1,254.95097567963924
-16,-250,45,-32,59,-7,-33,-967,153,1,254.52111896658005
-14,-251,49,-33,59,-9,-22,-969,158,1,256.12106512350755
-13,-250,47,-36,59,-9,-26,-967,154,1,254.71160162034238
-13,-249,47,-39,60,-10,-30,-967,149,1,253.7301716390859
-14,-248,47,-42,62,-7,-25,-968,158,1,252.8022942933865
-11,-250,48,-44,63,-8,-24,-962,155,1,254.80384612481814
-11,-248,49,-46,63,-8,-31,-964,159,1,253.03359460751452
-15,-248,47,-49,64,-7,-29,-965,154,1,252.85964486252053
-15,-248,48,-51,64,-8,-28,-965,153,1,253.04742638485774
-15,-249,46,-51,64,-9,-27,-962,155,1,253.65724905864607
-10,-245,45,-52,63,-10,-29,-964,151,1,249.2990172463582
-12,-248,45,-53,62,-9,-21,-964,151,1,252.33509466580347
-15,-250,46,-56,61,-9,-30,-965,154,1,254.6389600984107
-13,-248,45,-57,60,-9,-25,-958,152,1,252.38462710711997
-14,-250,47,-59,59,-9,-23,-959,155,1,254.76459722653775
-15,-251,47,-61,58,-9,-23,-965,156,1,255.80265831300503
-13,-250,45,-65,58,-8,-28,-965,146,1,254.3501523490796
-12,-252,48,-67,59,-8,-25,-961,153,1,256.81121470839236
-16,-249,49,-71,58,-6,-28,-964,148,1,254.27937391774427
-13,-250,45,-74,58,-8,-27,-969,150,1,254.3501523490796
-13,-250,45,-76,59,-7,-25,-967,148,1,254.3501523490796
-16,-251,45,-78,59,-5,-23,-973,151,1,255.50342463458293
-14,-251,47,-80,59,-5,-28,-970,149,1,255.74596771014788
-14,-252,47,-81,61,-6,-19,-970,148,1,256.72748197261626
-17,-249,47,-83,62,-7,-30,-972,146,1,253.96653322829764
-16,-250,45,-87,62,-9,-28,-968,148,1,254.52111896658005
-18,-250,51,-90,62,-8,-28,-967,148,1,255.78311124857325
-15,-252,48,-94,62,-9,-26,-966,147,1,256.968869709932
-12,-252,44,-99,63,-9,-26,-970,144,1,256.09373284014583
-12,-251,45,-101,64,-10,-21,-968,147,1,255.28415540334657
-10,-252,44,-103,65,-8,-30,-973,145,1,256.00781238079435
-12,-249,44,-105,66,-5,-17,-971,149,1,253.1422524984717
-16,-249,43,-106,68,-3,-26,-975,145,1,253.1916270337548
-15,-253,44,-108,66,-1,-27,-971,141,1,257.2353008434107
-14,-249,45,-110,63,-1,-22,-966,143,1,253.42059900489542
-15,-249,47,-116,61,-1,-26,-963,145,1,253.84050110256243
-13,-249,45,-123,58,0,-31,-967,143,1,253.36732228130762
-17,-249,46,-130,58,0,-30,-963,142,1,253.7833721897477
-13,-249,45,-139,59,-1,-27,-963,142,1,253.36732228130762
-15,-249,46,-147,62,-2,-22,-962,144,1,253.65724905864607
-13,-250,43,-152,67,-4,-20,-965,141,1,254.00393697736263
-13,-248,45,-156,71,-2,-21,-966,142,1,252.38462710711997
-13,-253,43,-155,73,0,-22,-966,140,1,256.9571948788358
-13,-252,43,-152,77,2,-18,-977,144,1,255.9726547895302
-13,-254,46,-146,78,3,-18,-983,141,1,258.45889421724297
-14,-255,42,-137,80,3,-22,-987,130,1,258.81460546112925
-15,-253,44,-125,82,3,-23,-982,132,1,257.2353008434107
-13,-256,41,-118,82,5,-24,-981,128,1,259.5881353220906
-13,-253,42,-111,79,4,-24,-987,124,1,256.7917444155867
-15,-255,41,-108,79,5,-26,-982,123,1,258.71026264916514
-17,-253,41,-107,75,5,-30,-979,123,1,256.863777127099
-16,-250,37,-106,73,7,-31,-976,121,1,253.22914524201198
-18,-253,41,-105,73,8,-25,-974,123,1,256.93189759156024
-15,-251,40,-102,72,6,-31,-968,122,1,254.60950492862594
-15,-251,42,-97,72,5,-24,-970,125,1,254.93136331177456
-14,-253,41,-88,70,4,-30,-963,121,1,256.68268348293384
-16,-249,39,-82,68,0,-31,-964,128,1,252.5430656343587
-15,-249,41,-76,69,-3,-30,-963,126,1,252.7983386021356
-15,-249,43,-72,69,-7,-32,-966,122,1,253.1304011769428
-15,-252,39,-71,71,-10,-28,-963,124,1,255.44079548889601
-15,-252,42,-71,74,-12,-30,-974,127,1,255.91600184435518
-13,-247,37,-73,78,-13,-25,-966,123,1,250.09398233464154
-13,-252,43,-76,83,-14,-26,-973,121,1,255.9726547895302
-12,-252,41,-80,85,-15,-28,-980,121,1,255.59538336988797
-12,-254,40,-81,87,-15,-20,-981,117,1,257.41017850893155
-14,-253,40,-82,89,-13,-24,-975,121,1,256.5248525971704
-14,-255,37,-80,88,-10,-22,-978,119,1,258.0503826774919
-14,-252,44,-76,86,-8,-20,-981,127,1,256.1952380509833
-13,-251,41,-71,85,-6,-23,-984,121,1,254.65859498552175
-12,-252,42,-66,83,-2,-28,-978,122,1,255.7576978313654
-14,-251,40,-62,81,-1,-29,-979,119,1,254.55254860244474
-15,-251,41,-60,82,0,-24,-973,123,1,254.7685223884615
-12,-251,38,-59,78,3,-28,-971,120,1,254.14366016094127
-14,-250,38,-61,77,3,-29,-969,119,1,253.25876095408822
-12,-252,42,-63,75,3,-28,-969,118,1,255.7576978313654
-14,-249,35,-65,74,3,-30,-967,116,1,251.8372490319889
-16,-249,39,-68,73,5,-31,-968,115,1,252.5430656343587
-13,-248,41,-70,73,5,-31,-962,118,1,251.70220499630113
-16,-249,38,-72,72,4,-29,-962,113,1,252.39057034683367
-14,-249,40,-71,70,5,-34,-968,110,1,252.58068017962103
-16,-249,39,-71,70,5,-29,-966,116,1,252.5430656343587
-15,-248,36,-69,71,4,-29,-968,114,1,251.04780421266383
-14,-254,37,-67,71,6,-27,-973,113,1,257.0622492704831
-15,-253,38,-66,71,8,-30,-974,115,1,256.2771936790318
-15,-255,41,-66,73,6,-30,-975,112,1,258.71026264916514
-15,-253,40,-69,73,7,-30,-978,113,1,256.58137110866016
-16,-255,41,-72,75,7,-29,-976,116,1,258.7701682961156
-16,-255,39,-75,76,6,-27,-983,118,1,258.46082875360435
-13,-254,36,-79,77,6,-26,-980,114,1,256.86767021172597
-14,-253,38,-81,76,9,-28,-981,112,1,256.2206080704673
-13,-254,41,-83,76,8,-24,-980,114,1,257.615993292342
