acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label,smv
1,-252,-42,25,55,4,34,-973,-201,1,255.47798339583002
2,-254,-42,26,56,6,34,-970,-201,1,257.4567924914781
1,-253,-44,24,57,6,38,-975,-203,1,256.7995327098552
1,-250,-38,22,59,5,36,-972,-201,1,252.87348615463821
0,-254,-40,20,58,7,38,-973,-197,1,257.13031715455105
2,-251,-37,20,58,6,36,-974,-199,1,253.72031846109604
1,-258,-36,20,61,6,38,-971,-194,1,260.5014395353699
1,-252,-39,19,63,7,36,-976,-192,1,255.0019607767752
1,-252,-36,19,63,8,42,-968,-194,1,254.56040540508258
4,-253,-34,18,65,8,45,-972,-193,1,255.30569911382707
1,-254,-36,18,65,10,40,-973,-194,1,256.5404451543655
1,-253,-36,17,64,11,37,-976,-193,1,255.55038642115179
-2,-249,-35,17,62,10,36,-971,-188,1,251.45576151681234
0,-251,-38,16,63,10,40,-971,-191,1,253.86019774671254
2,-253,-37,15,62,10,41,-970,-194,1,255.69904184411797
3,-253,-37,14,64,11,39,-974,-193,1,255.70881877635742
2,-251,-36,10,66,10,42,-970,-191,1,253.57641846196975
5,-253,-39,7,70,8,50,-971,-196,1,256.03710668573024
1,-251,-39,1,76,7,40,-974,-199,1,254.0137791538089
3,-255,-39,-3,81,6,41,-976,-196,1,257.9825575499243
1,-251,-40,-8,87,8,37,-980,-202,1,254.1692349597016
0,-254,-41,-14,94,14,39,-977,-205,1,257.2877766237642
1,-256,-41,-19,101,18,39,-973,-206,1,259.26434386548414
1,-250,-40,-21,108,25,41,-976,-201,1,253.1817528970048
1,-251,-36,-19,116,29,43,-975,-191,1,253.57050301641948
3,-250,-35,-16,121,34,51,-980,-193,1,252.45593674936623
2,-249,-34,-13,124,38,55,-973,-193,1,251.31852299422738
5,-254,-39,-13,128,39,56,-975,-191,1,257.0252905844092
4,-252,-38,-15,132,41,57,-975,-191,1,254.8803640926464
2,-253,-38,-19,134,43,51,-971,-193,1,255.84565659787933
5,-256,-37,-22,134,46,44,-977,-201,1,258.7083299779889
3,-255,-40,-30,135,50,35,-979,-205,1,258.13562326807977
